CustomerId,Zip,State,City,StateFIPS,CountyFIPS,CBSACode,CBSATitle,CreditLimit,CreditLimitLocked,JBTRating,SalesCurrentYr,SalesLastYr,PlainBandSalesLast12Mo,DesignBandSalesLast12Mo,DiamondBandSalesLast12Mo,AlternativeMetalSalesLast12Mo,TotalSalesLast12Mo,BuyingGroupMember,NumberOfStoreLocations,AvgDaysOfPayCategory,AvgDaysOfPay,MaxDaysPastDue,MaxAmtPastDue,AvgAmtPastDue,ReturnedPaymentCount,MaxReturnedPaymentAmt,RuralUrbanContinuumCode,UrbanInfluenceCode,MetroIndicator,TotalPopulation,MedianEarnings,MedianRetailTradeEarnings,TotalHouseholds,MedianIncomeHouseholds,NumberOfJewelryStores,NumberOfJewelryStoresState,JewelryStoreSalesState
5848,2061,MA,Norwell,25,25023,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,0,371,0,0,0,184,184,0,1,30 to 60,47,30,155,89,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
6848,2090,MA,Westwood,25,25021,14460,"Boston-Cambridge-Newton, MA-NH",2000,1,FIN3,4121,12309,1926,3016,2203,1059,8205,1,1,0 to 10,3.67,6,1027,270,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
1156,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,243,5723,2236,0,0,1327,3563,0,2,20 to 30,27.5,53,1873,659,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
2816,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,4548,27429,9199,2551,0,610,12360,0,1,20 to 30,22.87,29,2930,568,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
3314,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",2000,1,BL,935,25118,7906,2783,0,0,10689,0,2,0 to 10,7.26,33,3444,560,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
3558,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",1000,1,CO  ,992,1536,524,1732,0,0,2256,0,1,0 to 10,4.67,6,743,421,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
4055,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",3000,0,FIN2,2395,15231,4084,2240,0,253,6576,0,1,30 to 60,38.52,38,3045,476,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
4326,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",3000,0,FIN2,3366,9616,1092,4079,1132,0,6304,0,1,30 to 60,32.73,27,1160,396,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
7542,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",3000,1,TRK0,6049,38179,2735,3523,3050,977,10285,0,1,10 to 20,10.46,40,2505,839,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
4701,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",1000,0,FIN0,0,194,0,0,0,0,0,0,1,0 to 10,5,5,194,194,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
5665,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,2771,7988,3919,4310,0,0,8229,0,1,30 to 60,30.21,18,1626,485,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
5685,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,3056,10894,3234,5696,0,86,9016,0,1,20 to 30,24.12,22,629,271,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
6038,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",1000,0,RPT1,8325,18178,9479,5059,0,227,14764,0,5,20 to 30,23.29,31,609,327,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
6549,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",2000,1,FIN2,2418,4519,849,2635,460,0,3943,0,1,30 to 60,35.46,33,857,436,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
7183,2108,MA,Boston,25,25025,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,417,4153,2711,0,0,0,2711,0,1,10 to 20,13.5,1,209,209,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
4336,2171,MA,Quincy,25,25021,14460,"Boston-Cambridge-Newton, MA-NH",5000,0,FIN1,1539,3343,1598,581,325,1325,3829,0,1,30 to 60,37.11,53,674,243,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
3258,2453,MA,Waltham,25,25017,14460,"Boston-Cambridge-Newton, MA-NH",3000,1,CL  ,1892,32179,2343,1251,891,792,5277,0,1,0 to 10,4.03,23,3583,1264,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
7318,2458,MA,Newton,25,25017,14460,"Boston-Cambridge-Newton, MA-NH",1000,1,NEW0,1929,7137,4324,1807,520,86,6737,0,1,0 to 10,7.33,24,598,327,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
7904,2459,MA,Newton Center,25,25017,14460,"Boston-Cambridge-Newton, MA-NH",1000,1,TRK0,0,2694,0,360,0,0,360,0,1,10 to 20,10.25,12,387,380,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
1549,2461,MA,Newton Highlands,25,25017,14460,"Boston-Cambridge-Newton, MA-NH",1000,0,RPT1,5896,20632,14708,4684,0,0,19391,0,1,30 to 60,39.56,41,2167,518,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
6781,2482,MA,Wellesley,25,25021,14460,"Boston-Cambridge-Newton, MA-NH",1000,1,FIN2,2005,5223,3460,2269,0,172,5901,0,1,0 to 10,3.89,7,1323,380,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,652,837053
3821,2703,MA,Attleboro,25,25005,39300,"Providence-Warwick, RI-MA",5000,0,FIN1,1794,12104,2645,213,0,3554,6412,1,1,30 to 60,30.26,44,920,196,0,0,1,1,1,1609359,37028,24426,623173,58699,150,652,837053
7862,2747,MA,North Dartmouth,25,25005,39300,"Providence-Warwick, RI-MA",5000,1,FIN3,12285,54629,2624,11752,4908,11945,31229,0,1,0 to 10,6.51,38,2789,347,0,0,1,1,1,1609359,37028,24426,623173,58699,150,652,837053
7789,2818,RI,East Greenwich,44,44003,39300,"Providence-Warwick, RI-MA",1000,1,FIN2,1170,1727,0,1407,0,580,1987,0,1,0 to 10,3.38,6,1028,213,0,0,1,1,1,1609359,37028,24426,623173,58699,150,99,89938
4844,2840,RI,Newport,44,44005,39300,"Providence-Warwick, RI-MA",1000,1,CO  ,142,1951,368,118,519,0,1005,0,1,0 to 10,5,5,535,202,0,0,1,1,1,1609359,37028,24426,623173,58699,150,99,89938
7997,2891,RI,Westerly,44,44009,39300,"Providence-Warwick, RI-MA",3000,0,FIN2,6140,0,0,0,0,169,169,1,1,N/A,,,0,0,0,0,1,1,1,1609359,37028,24426,623173,58699,150,99,89938
6434,2895,RI,Woonsocket,44,44007,39300,"Providence-Warwick, RI-MA",5000,0,FIN1,1155,1838,741,0,0,1790,2531,1,1,10 to 20,14.05,10,283,127,0,0,1,1,1,1609359,37028,24426,623173,58699,150,99,89938
6861,2914,RI,East Providence,44,44007,39300,"Providence-Warwick, RI-MA",3000,0,FIN2,251,2864,611,0,0,288,899,0,1,20 to 30,20.18,4,346,197,0,0,1,1,1,1609359,37028,24426,623173,58699,150,99,89938
5802,3031,NH,Amherst,33,33011,31700,"Manchester-Nashua, NH",5000,0,FIN1,1661,5984,1844,876,283,0,3002,0,1,0 to 10,8.57,30,1873,1873,0,0,2,2,1,404948,41190,24646,156114,73189,43,127,159604
7623,3038,NH,Derry,33,33015,14460,"Boston-Cambridge-Newton, MA-NH",1000,1,FIN1,367,3169,0,0,0,1721,1721,0,1,0 to 10,7.63,39,463,222,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,127,159604
3636,3060,NH,Nashua,33,33011,31700,"Manchester-Nashua, NH",3000,0,FIN2,103,924,0,0,0,760,760,0,1,20 to 30,20,16,104,104,0,0,2,2,1,404948,41190,24646,156114,73189,43,127,159604
7888,3077,NH,Raymond,33,33015,14460,"Boston-Cambridge-Newton, MA-NH",1000,1,RPT2,339,3483,2303,506,0,96,2905,0,1,10 to 20,14.53,42,1147,387,0,0,1,1,1,4728844,45053,23992,1784448,77809,478,127,159604
7491,3102,NH,Manchester,33,33011,31700,"Manchester-Nashua, NH",1000,0,RPT1,0,548,0,543,0,0,543,0,1,20 to 30,26,0,0,0,0,0,2,2,1,404948,41190,24646,156114,73189,43,127,159604
422,3301,NH,Concord,33,33013,18180,"Concord, NH",3000,0,FIN2,1803,8462,2158,1469,0,4744,8371,0,1,30 to 60,30.95,31,798,304,0,0,4,3,0,32291,36995,21260,12938,56685,8,127,159604
7065,4046,ME,Kennebunkport,23,23031,38860,"Portland-South Portland, ME",1000,0,RPT1,457,12149,248,2403,1325,645,4621,0,1,30 to 60,29.56,39,3094,521,0,0,2,2,1,523874,35379,22669,216072,60486,51,116,122057
5639,4101,ME,Portland,23,23005,38860,"Portland-South Portland, ME",5000,0,FIN1,2399,3317,1162,1859,0,96,3117,0,1,20 to 30,23.65,26,362,217,0,0,2,2,1,523874,35379,22669,216072,60486,51,116,122057
5625,4210,ME,Auburn,23,23001,30340,"Lewiston-Auburn, ME",5000,0,FIN1,201,11903,1135,1269,0,537,2941,0,1,10 to 20,18.71,22,3274,774,0,0,3,2,1,107376,31987,26114,44747,48728,8,116,122057
8895,4345,ME,Gardiner,23,23011,12300,"Augusta-Waterville, ME",3000,1,FIN1,26,1481,505,296,0,0,801,0,1,0 to 10,4.22,6,390,167,0,0,4,5,0,11242,36464,16453,4613,54162,8,116,122057
5246,4401,ME,Bangor,23,23019,12620,"Bangor, ME",1000,0,RPT1,530,3251,146,714,0,489,1348,1,1,0 to 10,2.95,0,0,0,0,0,3,2,1,152978,30313,18889,61787,45302,11,116,122057
1640,4605,ME,Ellsworth,23,23009,,,5000,0,FIN1,1027,4211,1928,439,0,3,2370,0,1,30 to 60,32.37,23,881,275,0,0,6,6,0,13555,32037,20932,5840,51456,,116,122057
6926,4756,ME,Madawaska,23,23003,,,5000,0,FIN1,492,9185,0,0,417,1038,1454,0,1,20 to 30,24.31,20,1877,599,0,0,7,11,0,3287,31841,30640,1625,38621,,116,122057
1155,5001,VT,White River Junction,50,50027,17200,"Claremont-Lebanon, NH-VT",3000,0,FIN2,2092,1983,939,361,203,0,1503,0,3,30 to 60,36.6,48,1034,411,0,0,7,8,0,9120,39884,27031,4091,59826,16,51,47654
7374,5091,VT,Woodstock,50,50027,17200,"Claremont-Lebanon, NH-VT",1000,1,FIN0,0,641,276,354,0,0,630,0,1,0 to 10,4,5,359,320,0,0,7,8,0,3369,38350,25978,1571,75858,16,51,47654
1576,5255,VT,Manchester Center,50,50003,13540,"Bennington, VT",1000,1,CL  ,913,10145,159,0,0,1471,1630,0,1,10 to 20,16.95,81,2391,565,0,0,6,5,0,4049,27764,39500,1881,43987,7,51,47654
7048,5301,VT,Brattleboro,50,50025,,,3000,0,FIN2,1240,18382,2101,1445,425,339,4310,1,1,30 to 60,53.89,90,3038,642,0,0,7,9,0,16470,31555,18226,7302,50789,,51,47654
10015,5301,VT,Brattleboro,50,50025,,,5000,0,FIN1,813,1828,0,1183,796,0,1979,0,1,20 to 30,20.2,15,316,316,0,0,7,9,0,16470,31555,18226,7302,50789,,51,47654
7974,5403,VT,South Burlington,50,50007,15540,"Burlington-South Burlington, VT",1000,1,RPT2,6441,8895,567,0,0,4082,4648,0,1,10 to 20,14.66,32,2141,614,0,0,3,2,1,216080,36546,21822,85389,64127,17,51,47654
3000,5478,VT,Saint Albans,50,50011,15540,"Burlington-South Burlington, VT",3000,0,FIN2,3400,6995,2290,338,0,1217,3846,1,1,0 to 10,2.19,0,0,0,0,0,3,2,1,216080,36546,21822,85389,64127,17,51,47654
7546,5701,VT,Rutland,50,50021,40860,"Rutland, VT",5000,0,FIN1,1503,12719,2323,2627,0,3192,8141,0,1,30 to 60,32.88,44,2414,502,0,0,4,5,0,20160,30732,21319,9065,43532,6,51,47654
6609,6001,CT,Avon,9,9003,25540,"Hartford-West Hartford-East Hartford, CT",0,0,RPT2,323,268,253,0,0,258,511,0,1,30 to 60,41,52,267,83,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
3119,6032,CT,Farmington,9,9003,25540,"Hartford-West Hartford-East Hartford, CT",5000,0,FIN1,0,1264,108,0,0,0,108,0,1,30 to 60,31.6,5,299,222,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
6292,6066,CT,Vernon Rockville,9,9013,25540,"Hartford-West Hartford-East Hartford, CT",5000,0,FIN1,0,2200,471,1697,0,0,2168,0,1,10 to 20,15.2,0,0,0,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
7772,6066,CT,Vernon Rockville,9,9013,25540,"Hartford-West Hartford-East Hartford, CT",5000,0,FIN1,740,3222,83,952,0,303,1337,0,1,20 to 30,29,32,926,382,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
7742,6109,CT,Wethersfield,9,9003,25540,"Hartford-West Hartford-East Hartford, CT",3000,0,FIN2,2975,19559,2759,5636,0,2359,10754,1,1,30 to 60,40.63,46,2825,398,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
7519,6110,CT,West Hartford,9,9003,25540,"Hartford-West Hartford-East Hartford, CT",5000,0,FIN1,318,3337,0,336,0,1660,1996,0,1,20 to 30,24.26,5,342,160,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
7430,6340,CT,Groton,9,9011,35980,"Norwich-New London, CT",3000,0,FIN2,2870,11932,2377,2543,416,2719,8056,1,1,10 to 20,17.42,46,311,141,0,0,2,2,1,272033,40018,21741,106170,67574,32,317,431174
3849,6355,CT,Mystic,9,9011,35980,"Norwich-New London, CT",1000,1,RPT0,748,3542,267,2081,1308,452,4108,0,1,0 to 10,4.14,6,892,330,0,0,2,2,1,272033,40018,21741,106170,67574,32,317,431174
3637,6405,CT,Branford,9,9009,35300,"New Haven-Milford, CT",5000,0,FIN1,4660,30369,6860,6784,0,4377,18022,0,1,10 to 20,9.61,62,1455,899,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
2416,6415,CT,Colchester,9,9011,35980,"Norwich-New London, CT",1000,0,FIN0,0,334,0,0,0,0,0,0,1,0 to 10,3,3,334,334,0,0,2,2,1,272033,40018,21741,106170,67574,32,317,431174
7350,6424,CT,East Hampton,9,9007,25540,"Hartford-West Hartford-East Hartford, CT",0,0,RPT0,718,2518,278,233,1756,224,2491,0,2,20 to 30,28.91,7,1095,351,0,0,1,1,1,1211826,43836,21992,468247,71379,109,317,431174
7489,6468,CT,Monroe,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",3000,1,RPT0,6323,32695,3409,7175,4623,2640,17847,0,1,10 to 20,11.49,50,2871,978,1,1272,2,2,1,941618,45957,24849,335209,86670,102,317,431174
5217,6473,CT,North Haven,9,9009,35300,"New Haven-Milford, CT",5000,0,FIN1,55822,69347,9466,3889,19363,9734,42451,0,1,30 to 60,38.09,64,6349,603,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
6639,6477,CT,Orange,9,9009,35300,"New Haven-Milford, CT",1000,1,FIN1,5214,16752,4101,5688,954,1483,12226,1,1,10 to 20,14.83,8,672,437,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
5586,6516,CT,West Haven,9,9009,35300,"New Haven-Milford, CT",1000,1,FIN1,701,2182,0,1212,0,783,1995,0,1,0 to 10,2.87,7,900,212,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
5669,6518,CT,Hamden,9,9009,35300,"New Haven-Milford, CT",5000,0,FIN1,2992,8734,3247,791,0,1699,5737,0,1,30 to 60,35.46,24,2559,415,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
6806,6518,CT,Hamden,9,9009,35300,"New Haven-Milford, CT",0,0,RPT2,4496,31133,4760,5357,0,2571,12688,1,1,30 to 60,29.24,27,2023,410,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
5375,6611,CT,Trumbull,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",3000,0,FIN2,874,13123,883,3574,0,1419,5875,0,1,30 to 60,41.97,43,2046,490,0,0,2,2,1,941618,45957,24849,335209,86670,102,317,431174
3848,6614,CT,Stratford,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",1000,1,BL,888,2522,0,2011,0,0,2011,1,1,0 to 10,4.13,6,888,449,0,0,2,2,1,941618,45957,24849,335209,86670,102,317,431174
2570,6705,CT,Waterbury,9,9009,35300,"New Haven-Milford, CT",5000,0,FIN1,46275,137404,42794,28461,1098,38974,111326,0,11,30 to 60,47.8,376,28982,324,0,0,2,2,1,860874,41233,23736,326487,62715,63,317,431174
5141,6795,CT,Watertown,9,9005,45860,"Torrington, CT",3000,1,FIN0,15210,72349,3943,4611,45601,208,54363,0,1,30 to 60,37.3,29,3620,1049,0,0,4,3,0,13765,50776,30181,5024,95676,8,317,431174
4266,6824,CT,Fairfield,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",3000,0,FIN2,5779,17779,5095,3188,0,185,8468,0,1,30 to 60,40.11,53,2768,641,0,0,2,2,1,941618,45957,24849,335209,86670,102,317,431174
7661,6830,CT,Greenwich,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",3000,1,FIN2,6525,38046,38071,0,0,0,38071,0,1,30 to 60,42.09,40,5056,584,0,0,2,2,1,941618,45957,24849,335209,86670,102,317,431174
5287,6854,CT,Norwalk,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",5000,0,FIN1,1705,3865,3993,829,0,0,4823,0,1,20 to 30,28.8,15,441,215,0,0,2,2,1,941618,45957,24849,335209,86670,102,317,431174
5749,6890,CT,Southport,9,9001,14860,"Bridgeport-Stamford-Norwalk, CT",1000,1,FIN3,725,4280,0,4199,0,0,4199,0,1,0 to 10,6.77,13,591,385,0,0,2,2,1,941618,45957,24849,335209,86670,102,317,431174
7398,7010,NJ,Cliffside Park,34,34003,35620,"New York-Newark-Jersey City, NY-NJ-PA",3000,0,FIN2,0,4711,705,975,0,83,1764,0,1,30 to 60,33.55,115,512,303,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
7908,7030,NJ,Hoboken,34,34017,35620,"New York-Newark-Jersey City, NY-NJ-PA",3000,0,FIN2,11527,48216,12816,8893,2987,0,24696,0,2,30 to 60,30.59,89,2103,517,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
5617,7036,NJ,Linden,34,34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,0,BL,717,3791,510,2705,0,901,4117,0,1,0 to 10,8.6,0,0,0,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
5071,7039,NJ,Livingston,34,34013,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,0,FIN0,0,54,0,0,0,43,43,0,1,30 to 60,44.5,46,54,54,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
451,7040,NJ,Maplewood,34,34013,35620,"New York-Newark-Jersey City, NY-NJ-PA",2000,1,CO  ,2933,12726,3226,2465,1682,0,7374,0,1,10 to 20,9.23,17,1322,421,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
4377,7054,NJ,Parsippany,34,34027,35620,"New York-Newark-Jersey City, NY-NJ-PA",2000,1,RPT0,2967,10575,425,856,0,5043,6324,0,1,0 to 10,5.36,11,1837,158,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
1356,7068,NJ,Roseland,34,34013,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,0,FIN0,13,9755,1902,417,875,1700,4894,0,1,30 to 60,29.14,16,916,390,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
1546,7083,NJ,Union,34,34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",0,0,OOB0,0,1211,0,376,0,0,376,0,1,20 to 30,27.6,32,479,384,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
7178,7090,NJ,Westfield,34,34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,1,LTD0,0,96,0,0,0,0,0,0,1,N/A,0,0,0,0,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
8249,7090,NJ,Westfield,34,34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",5000,0,FIN1,632,5531,1387,0,0,540,1927,0,1,30 to 60,43.58,48,3444,359,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
5468,7095,NJ,Woodbridge,34,34023,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,1,RPT0,338,5606,0,0,0,2309,2309,0,1,10 to 20,15.17,21,1057,582,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
7838,7201,NJ,Elizabeth,34,34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",3000,1,FIN0,1847,37865,0,4344,0,0,4344,0,1,0 to 10,7.5,19,24620,2275,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
7459,7421,NJ,Hewitt,34,34031,35620,"New York-Newark-Jersey City, NY-NJ-PA",0,0,FIN4,293,1649,260,761,401,396,1819,0,1,0 to 10,3.5,7,776,282,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
1466,7432,NJ,Midland Park,34,34003,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,1,CL  ,527,5202,337,696,0,3836,4869,1,1,0 to 10,7.81,11,1563,317,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
5383,7438,NJ,Oak Ridge,34,34031,35620,"New York-Newark-Jersey City, NY-NJ-PA",1000,0,FIN0,723,4959,472,334,0,2458,3263,0,1,30 to 60,39.1,43,705,188,0,0,1,1,1,20031443,41737,24393,7138559,69211,2808,990,1079461
